institution_code,institution_name,city,state,institution_name_clean,geocode_query,latitude,longitude,id,type,place_type,relevance,text,place_name,bbox,center,context,properties.mapbox_id,properties.wikidata,geometry.type,geometry.coordinates,properties.accuracy,matching_text,matching_place_name,properties.override:postcode
1717,William Beaumont Army Med Ctr,El Paso,TX,William Beaumont Army Medical Center,"William Beaumont Army Medical Center, El Paso, TX",31.759959,-106.485407,place.422881516,Feature,,1,El Paso,"El Paso, Texas, United States",,,,dXJuOm1ieHBsYzpHVFNvN0E,Q16562,Point,,NA,NA,NA,NA
1719,Presbyterian Hosp-Dallas,Dallas,TX,Presbyterian Hospital-Dallas,"Presbyterian Hospital-Dallas, Dallas, TX",32.93808,-96.822338,address.540459907109090,Feature,,0.786667,Dallas Parkway,"Dallas Parkway, Dallas, Texas 75254, United States",,,,dXJuOm1ieGFkci1zdHI6MWQ2ZjMxZDQtNWQ1ZC00ZmYzLWFjZjItMzc3ZjE2MTcwZmRj,NA,Point,,street,NA,NA,NA
1721,Kadlec Regional Med Ctr,Richland,WA,Kadlec Regional Medical Center,"Kadlec Regional Medical Center, Richland, WA",46.274817,-119.275233,place.276596972,Feature,,1,Richland,"Richland, Washington, United States",,,,dXJuOm1ieHBsYzpFSHlJN0E,Q693638,Point,,NA,NA,NA,NA
1722,U Texas HSC-San Antonio,San Antonio,TX,University of Texas HSC-San Antonio,"University of Texas HSC-San Antonio, San Antonio, TX",29.424534,-98.491484,place.291252460,Feature,,1,San Antonio,"San Antonio, Texas, United States",,,,dXJuOm1ieHBsYzpFVndvN0E,Q975,Point,,NA,NA,NA,NA
1725,Baylor-Scott & White,Temple,TX,Baylor-Scott & White,"Baylor-Scott & White, Temple, TX",31.097795,-97.341396,place.324274412,Feature,,1,Temple,"Temple, Texas, United States",,,,dXJuOm1ieHBsYzpFMVFJN0E,Q427075,Point,,NA,NA,NA,NA
1727,Kaiser Permanente Hawaii,Honolulu,HI,Kaiser Permanente Hawaii,"Kaiser Permanente Hawaii, Honolulu, HI",21.308499,-157.861535,place.153061612,Feature,,1,Honolulu,"Honolulu, Hawaii, United States",,,,dXJuOm1ieHBsYzpDUitJN0E,Q18094,Point,,NA,NA,NA,NA
1729,Intermountain Med Ctr,Murray,UT,Intermountain Medical Center,"Intermountain Medical Center, Murray, UT",40.659381,-111.888395,address.4839066782830982,Feature,,0.915556,East Intermountain Drive,"East Intermountain Drive, Murray, Utah 84107, United States",,,,NA,NA,Point,,street,Intermountain Drive,"Intermountain Drive, Murray, Utah 84107, United States",NA
1730,Utah HealthCare Institute,Salt Lake City,UT,Utah HealthCare Institute,"Utah HealthCare Institute, Salt Lake City, UT",40.73742,-111.93659,neighborhood.671313132,Feature,,0.863016,Utah Southern Addition,"Utah Southern Addition, Salt Lake City, Utah, United States",,,,dXJuOm1ieHBsYzpLQU5zN0E,NA,Point,,NA,NA,NA,NA
1731,Community Health Care,Tacoma,WA,Community Health Care,"Community Health Care, Tacoma, WA",47.19899,-122.37052,locality.585026284,Feature,,0.630741,Waller,"Waller, Washington, United States",,,,dXJuOm1ieHBsYzpJdDdLN0E,Q1502819,Point,,NA,NA,NA,NA
1732,U Utah Affil Hospitals,Salt Lake City,UT,University of Utah Affil Hospitals,"University of Utah Affil Hospitals, Salt Lake City, UT",40.725438,-111.882016,address.1016066265979450,Feature,,0.604198,East 2100 South,"East 2100 South, Salt Lake City, Utah 84115, United States",,,,dXJuOm1ieGFkci1zdHI6N2E4ZWE2ZTItZmI2MS00MzU1LTk0Y2YtNTMyNjZkZjBlZDEy,NA,Point,,street,Utah Highway 201,"Utah Highway 201, Salt Lake City, Utah 84115, United States",NA
1733,VCU-Fairfax Family Med Res,Fairfax,VA,VCU-Fairfax Family Medical Res,"VCU-Fairfax Family Medical Res, Fairfax, VA",38.846266,-77.306605,place.106514668,Feature,,1,Fairfax,"Fairfax, Virginia, United States",,,,dXJuOm1ieHBsYzpCbGxJN0E,Q501785,Point,,NA,NA,NA,NA
1734,Univ of Vermont Medical Center,Burlington,VT,Univ of Vermont Medical Center,"Univ of Vermont Medical Center, Burlington, VT",44.475884,-73.214003,place.43788524,Feature,,1,Burlington,"Burlington, Vermont, United States",,,,dXJuOm1ieHBsYzpBcHdvN0E,Q31058,Point,,NA,NA,NA,NA
1735,McLennan County Fam Med,Waco,TX,McLennan County Fam Medical,"McLennan County Fam Medical, Waco, TX",31.521344,-97.168947,address.5250851462177270,Feature,,0.841852,Tx-340 Loop,"Tx-340 Loop, Waco, Texas 76710, United States",,,,dXJuOm1ieGFkci1zdHI6YTY3M2FjMmUtY2MwNi00ZjE3LWE5YzAtMWE4Y2Y3YzdlYjI5,NA,Point,,street,NA,NA,NA
1736,McKay-Dee Hospital Ctr,Ogden,UT,McKay-Dee Hospital Center,"McKay-Dee Hospital Center, Ogden, UT",40.250828,-112.39931,locality.93776620,Feature,,0.611111,Center,"Center, Utah, United States",,,,dXJuOm1ieHBsYzpCWmJxN0E,NA,Point,,NA,NA,NA,NA
1737,University of Virginia,Charlottesville,VA,University of Virginia,"University of Virginia, Charlottesville, VA",38.030395,-78.477477,place.57174252,Feature,,1,Charlottesville,"Charlottesville, Virginia, United States",,,,dXJuOm1ieHBsYzpBMmhvN0E,Q123766,Point,,NA,NA,NA,NA
1739,Riverside Reg Med Ctr,Newport News,VA,Riverside Reg Medical Center,"Riverside Reg Medical Center, Newport News, VA",37.057377,-76.498604,neighborhood.541650156,Feature,,0.680635,Riverside,"Riverside, Newport News, Virginia, United States",,,,dXJuOm1ieHBsYzpJRWpzN0E,NA,Point,,NA,NA,NA,NA
1741,Henry Ford Allegiance Health,Jackson,MI,Henry Ford Allegiance Health,"Henry Ford Allegiance Health, Jackson, MI",42.246577,-84.40712,place.162064620,Feature,,1,Jackson,"Jackson, Michigan, United States",,,,dXJuOm1ieHBsYzpDYWpvN0E,Q984374,Point,,NA,NA,NA,NA
1742,VCU-Shenandoah Valley,Front Royal,VA,VCU-Shenandoah Valley,"VCU-Shenandoah Valley, Front Royal, VA",38.918103,-78.193545,place.119285996,Feature,,1,Front Royal,"Front Royal, Virginia, United States",,,,dXJuOm1ieHBsYzpCeHdvN0E,Q508358,Point,,NA,NA,NA,NA
1743,Virginia Commonwealth U Hlth Sys,Richmond,VA,Virginia Commonwealth U Hlth System,"Virginia Commonwealth U Hlth System, Richmond, VA",37.440273,-77.357574,neighborhood.675400940,Feature,,0.628889,Varina Gardens,"Varina Gardens, Richmond, Virginia, United States",,,,dXJuOm1ieHBsYzpLRUhNN0E,NA,Point,,NA,NA,NA,NA
1744,AU-UGA Medical Partnership,Athens,GA,AU-UGA Medical Partnership,"AU-UGA Medical Partnership, Athens, GA",33.957715,-83.37524,place.13297900,Feature,,1,Athens,"Athens, Georgia, United States",,,,dXJuOm1ieHBsYzp5dWpz,Q203263,Point,,NA,NA,NA,NA
1748,Carilion Clinic-Virginia Tech Carilion SOM,Roanoke,VA,Carilion Clinic-Virginia Tech Carilion SOM,"Carilion Clinic-Virginia Tech Carilion SOM, Roanoke, VA",37.271828,-79.940557,place.279898348,Feature,,1,Roanoke,"Roanoke, Virginia, United States",,,,dXJuOm1ieHBsYzpFSzdvN0E,Q501796,Point,,NA,NA,NA,NA
1752,Aventura Hospital,Aventura,FL,Aventura Hospital,"Aventura Hospital, Aventura, FL",25.97052,-80.14466,address.7238406812472460,Feature,,0.838889,Aventura Blvd,"Aventura Blvd, Aventura, Florida 33180, United States",,,,dXJuOm1ieGFkci1zdHI6ZjcwYjU4NzItYmNmOS00OGMyLTg1YjgtMGNkMGE5NTI5ZGIw,NA,Point,,street,NA,NA,NA
1755,Swedish Med Ctr,Seattle,WA,Swedish Medical Center,"Swedish Medical Center, Seattle, WA",42.355542,-83.054434,neighborhood.398249196,Feature,,0.637037,Medical Center,"Medical Center, Detroit, Michigan, United States",,,,dXJuOm1ieHBsYzpGN3pNN0E,NA,Point,,NA,NA,NA,NA
1756,Virginia Mason Med Ctr,Seattle,WA,Virginia Mason Medical Center,"Virginia Mason Medical Center, Seattle, WA",47.603243,-122.330286,place.297027820,Feature,,1,Seattle,"Seattle, Washington, United States",,,,dXJuOm1ieHBsYzpFYlJJN0E,Q5083,Point,,NA,NA,NA,NA
1758,Providence Sacred Heart Med Ctr,Spokane,WA,Providence Sacred Heart Medical Center,"Providence Sacred Heart Medical Center, Spokane, WA",47.659017,-117.42503,place.310667500,Feature,,1,Spokane,"Spokane, Washington, United States",,,,dXJuOm1ieHBsYzpFb1JvN0E,Q187805,Point,,NA,NA,NA,NA
1761,Grand Strand Reg Med Ctr,Myrtle Beach,SC,Grand Strand Reg Medical Center,"Grand Strand Reg Medical Center, Myrtle Beach, SC",33.694516,-78.889321,place.225814764,Feature,,1,Myrtle Beach,"Myrtle Beach, South Carolina, United States",,,,dXJuOm1ieHBsYzpEWFdvN0E,Q839805,Point,,NA,NA,NA,NA
1767,Ocala Health System,Ocala,FL,Ocala Health System,"Ocala Health System, Ocala, FL",29.187086,-82.13696,neighborhood.707063020,Feature,,0.637778,West Ocala,"West Ocala, Ocala, Florida, United States",,,,dXJuOm1ieHBsYzpLaVRzN0E,NA,Point,,NA,NA,NA,NA
1770,Wheeling Hospital,Wheeling,WV,Wheeling Hospital,"Wheeling Hospital, Wheeling, WV",40.06609,-80.717476,neighborhood.187354348,Feature,,0.7,East Wheeling,"East Wheeling, Wheeling, West Virginia, United States",,,,dXJuOm1ieHBsYzpDeXJNN0E,NA,Point,,NA,NA,NA,NA
1771,Orange Park Med Ctr,Orange Park,FL,Orange Park Medical Center,"Orange Park Medical Center, Orange Park, FL",30.165787,-81.706566,place.245475564,Feature,,1,Orange Park,"Orange Park, Florida, United States",,,,dXJuOm1ieHBsYzpEcUdvN0E,Q367316,Point,,NA,NA,NA,NA
1772,Brandon Regional Hospital,Brandon,FL,Brandon Regional Hospital,"Brandon Regional Hospital, Brandon, FL",27.937802,-82.293905,place.35932396,Feature,,1,Brandon,"Brandon, Florida, United States",,,,dXJuOm1ieHBsYzpBaVJJN0E,Q898109,Point,,NA,NA,NA,NA
1774,Gundersen Lutheran Med Fdn,La Crosse,WI,Gundersen Lutheran Medical Fdn,"Gundersen Lutheran Medical Fdn, La Crosse, WI",43.794331,-91.249314,address.4276693613349888,Feature,,0.769048,Gundersen Drive,"Gundersen Drive, La Crosse, Wisconsin 54601, United States",,,,NA,NA,Point,,street,NA,NA,NA
1777,Florida Dept of Health Palm Beach Cnty,West Palm Beach,FL,Florida Dept of Health Palm Beach Cnty,"Florida Dept of Health Palm Beach Cnty, West Palm Beach, FL",26.696207,-80.054155,neighborhood.217967852,Feature,,0.678889,Flamingo Park,"Flamingo Park, West Palm Beach, Florida, United States",,,,dXJuOm1ieHBsYzpEUDNzN0E,NA,Point,,NA,NA,NA,NA
1779,U Wisconsin Hospital and Clinics,Madison,WI,University of Wisconsin Hospital and Clinics,"University of Wisconsin Hospital and Clinics, Madison, WI",43.075245,-89.478386,neighborhood.729337068,Feature,,0.712222,Wisconsin Co-op,"Wisconsin Co-op, Madison, Wisconsin, United States",,,,dXJuOm1ieHBsYzpLM2pNN0E,NA,Point,,NA,NA,NA,NA
1780,Marshfield/St Josephs,Marshfield,WI,Marshfield/St Josephs,"Marshfield/St Josephs, Marshfield, WI",43.815197,-88.16621,locality.343812844,Feature,,0.640741,Marshfield,"Marshfield, Wisconsin, United States",,,,dXJuOm1ieHBsYzpGSDRxN0E,NA,Point,,NA,NA,NA,NA
1784,Med Coll Wisconsin Affil Hosps,Milwaukee,WI,Medical Coll Wisconsin Affil Hosps,"Medical Coll Wisconsin Affil Hosps, Milwaukee, WI",43.038772,-87.906548,place.368814316,Feature,,1,Milwaukee,"Milwaukee, Wisconsin, United States",,,,dXJuOm1ieHBsYzpGZnVvN0E,Q37836,Point,,NA,NA,NA,NA
1785,Memorial Hermann Hosp,Sugar Land,TX,Memorial Hermann Hospital,"Memorial Hermann Hospital, Sugar Land, TX",29.619787,-95.635198,place.318163180,Feature,,1,Sugar Land,"Sugar Land, Texas, United States",,,,dXJuOm1ieHBsYzpFdmJJN0E,Q93340,Point,,NA,NA,NA,NA
1787,Aurora Health Care/ASMC,Milwaukee,WI,Aurora Health Care/ASMC,"Aurora Health Care/ASMC, Milwaukee, WI",44.042755,-88.98386,locality.21211884,Feature,,0.611111,Aurora,"Aurora, Wisconsin, United States",,,,dXJuOm1ieHBsYzpBVU9xN0E,NA,Point,,NA,NA,NA,NA
1788,Wheaton Franciscan Healthcare-St Joseph,Milwaukee,WI,Wheaton Franciscan Healthcare-St Joseph,"Wheaton Franciscan Healthcare-St Joseph, Milwaukee, WI",43.038772,-87.906548,place.368814316,Feature,,1,Milwaukee,"Milwaukee, Wisconsin, United States",,,,dXJuOm1ieHBsYzpGZnVvN0E,Q37836,Point,,NA,NA,NA,NA
1789,Aurora St Lukes Medical Ctr-Wi,Milwaukee,WI,Aurora St Lukes Medical Center-Wi,"Aurora St Lukes Medical Center-Wi, Milwaukee, WI",43.013588,-87.967779,place.353011948,Feature,,0.524691,West Milwaukee,"West Milwaukee, Wisconsin, United States",,,,dXJuOm1ieHBsYzpGUXFJN0E,NA,Point,,NA,NA,NA,NA
1792,North Florida Regional Med Ctr,Gainesville,FL,North Florida Regional Medical Center,"North Florida Regional Medical Center, Gainesville, FL",29.651949,-82.32501,place.120154348,Feature,,1,Gainesville,"Gainesville, Florida, United States",,,,dXJuOm1ieHBsYzpCeWxvN0E,Q487999,Point,,NA,NA,NA,NA
1793,U Texas at Austin Dell Medical School,Austin,TX,University of Texas at Austin Dell Medical School,"University of Texas at Austin Dell Medical School, Austin, TX",30.268072,-97.742806,place.15042796,Feature,,1,Austin,"Austin, Texas, United States",,,,dXJuOm1ieHBsYzo1WWpz,Q16559,Point,,NA,NA,NA,NA
1796,Gwinnett Med Ctr,Lawrenceville,GA,Gwinnett Medical Center,"Gwinnett Medical Center, Lawrenceville, GA",33.964757,-84.015168,address.1805261277761592,Feature,,0.8,Medical Center Boulevard,"Medical Center Boulevard, Lawrenceville, Georgia 30046, United States",,,,dXJuOm1ieGFkci1zdHI6YTIyMTMxYjQtN2I0OS00OGQ0LWJhZDktNjdlN2U5M2JiMDRi,NA,Point,,street,NA,NA,NA
1797,DeTar Healthcare System,Victoria,TX,DeTar Healthcare System,"DeTar Healthcare System, Victoria, TX",28.799402,-97.006766,place.339372268,Feature,,1,Victoria,"Victoria, Texas, United States",,,,dXJuOm1ieHBsYzpGRHBvN0E,Q784496,Point,,NA,NA,NA,NA
1800,MedStar Washington Hosp,Washington,DC,MedStar Washington Hospital,"MedStar Washington Hospital, Washington, DC",38.942126,-77.013301,neighborhood.398445804,Feature,,0.90963,MedStar Washington Hospital Center,"MedStar Washington Hospital Center, Washington, District of Columbia, United States",,,,dXJuOm1ieHBsYzpGNy9NN0E,NA,Point,,NA,NA,"MedStar Washington Hospital Center, Washington, DC, United States",NA
1801,MedStar Georgetown Univ Hosp,Washington,DC,MedStar Georgetown Univ Hospital,"MedStar Georgetown Univ Hospital, Washington, DC",38.905178,-77.06281,neighborhood.240594156,Feature,,0.638889,Georgetown,"Georgetown, Washington, District of Columbia, United States",,,,dXJuOm1ieHBsYzpEbGNzN0E,Q1468648,Point,,NA,NA,"Georgetown, Washington, DC, United States",NA
1802,George Washington Univ,Washington,DC,George Washington Univ,"George Washington Univ, Washington, DC",38.90253,-77.039386,place.345549036,Feature,,1,Washington,"Washington, District of Columbia, United States",,,,dXJuOm1ieHBsYzpGSmlvN0E,Q61,Point,,NA,NA,"Washington, DC, United States",NA
1803,Providence Hospital,Washington,DC,Providence Hospital,"Providence Hospital, Washington, DC",41.819931,-71.556588,address.4226830654016928,Feature,,0.597916,Washington Drive,"Washington Drive, Johnston, Rhode Island 02919, United States",,,,dXJuOm1ieGFkci1zdHI6MWE5YjNmZjEtNWI1MC00NWY3LWE3YzctMWM2MjM2NjRiMDg2,NA,Point,,street,NA,NA,NA
1804,St Elizabeths Hospital/DBH,Washington,DC,St Elizabeths Hospital/DBH,"St Elizabeths Hospital/DBH, Washington, DC",38.84328,-76.99969,neighborhood.615697644,Feature,,0.787037,St Elizabeths Hospital,"St Elizabeths Hospital, Washington, District of Columbia, United States",,,,dXJuOm1ieHBsYzpKTExNN0E,NA,Point,,NA,NA,"St Elizabeths Hospital, Washington, DC, United States",NA
1805,Piedmont Athens Regional,Athens,GA,Piedmont Athens Regional,"Piedmont Athens Regional, Athens, GA",33.957715,-83.37524,place.13297900,Feature,,1,Athens,"Athens, Georgia, United States",,,,dXJuOm1ieHBsYzp5dWpz,Q203263,Point,,NA,NA,NA,NA
1808,Cincinnati Childrens Hosp MC,Cincinnati,OH,Cincinnati Childrens Hospital MC,"Cincinnati Childrens Hospital MC, Cincinnati, OH",39.102438,-84.513301,place.60967148,Feature,,1,Cincinnati,"Cincinnati, Ohio, United States",,,,dXJuOm1ieHBsYzpBNkpJN0E,Q43196,Point,,NA,NA,NA,NA
1811,Group Health Cooperative,Seattle,WA,Group Health Cooperative,"Group Health Cooperative, Seattle, WA",47.603243,-122.330286,place.297027820,Feature,,1,Seattle,"Seattle, Washington, United States",,,,dXJuOm1ieHBsYzpFYlJJN0E,Q5083,Point,,NA,NA,NA,NA
1812,Metrowest-Framingham,Framingham,MA,Metrowest-Framingham,"Metrowest-Framingham, Framingham, MA",42.298054,-71.449700000000007,neighborhood.702754028,Feature,,0.7,West Framingham,"West Framingham, Framingham, Massachusetts, United States",,,,dXJuOm1ieHBsYzpLZU1zN0E,NA,Point,,NA,NA,NA,NA
1813,UVM Health Network CVPH,Plattsburgh,NY,UVM Health Network CVPH,"UVM Health Network CVPH, Plattsburgh, NY",44.69775,-73.45221,place.261875948,Feature,,1,Plattsburgh,"Plattsburgh, New York, United States",,,,dXJuOm1ieHBsYzpENXZvN0E,Q998669,Point,,NA,NA,NA,NA
1814,WellStar Kennestone Reg Med Ctr,Marietta,GA,WellStar Kennestone Reg Medical Center,"WellStar Kennestone Reg Medical Center, Marietta, GA",32.47948,-84.9758,neighborhood.398241004,Feature,,0.560847,Medical Center,"Medical Center, Columbus, Georgia, United States",,,,dXJuOm1ieHBsYzpGN3lzN0E,NA,Point,,NA,NA,NA,NA
1820,Stanford Univ Progs,Stanford,CA,Stanford Univ Progs,"Stanford Univ Progs, Stanford, CA",37.424669,-122.170275,place.312871148,Feature,,1,Stanford,"Stanford, California, United States",,,,dXJuOm1ieHBsYzpFcVlJN0E,Q173813,Point,,NA,NA,NA,NA
1821,U Miami MSOM/Holy Cross,Miami,FL,University of Miami MSOM/Holy Cross,"University of Miami MSOM/Holy Cross, Miami, FL",25.773357,-80.1919,place.210733292,Feature,,1,Miami,"Miami, Florida, United States",,,,dXJuOm1ieHBsYzpESStJN0E,Q8652,Point,,NA,NA,NA,NA
1822,New York-Presbyterian/Queens,Flushing,NY,New York-Presbyterian/Queens,"New York-Presbyterian/Queens, Flushing, NY",40.757901,-73.784351,address.7037192505544842,Feature,,0.814815,Northern Boulevard,"Northern Boulevard, Flushing, New York 11358, United States",,,,dXJuOm1ieGFkci1zdHI6Y2NmZWYxYmItOWUzNy00MzYwLTkzNDQtNmQ0YWE3NGJmMWIw,NA,Point,,street,Ny 25a,"Ny 25a, Flushing, New York 11358, United States",NA
1824,U Florida COM-Shands Hosp,Gainesville,FL,University of Florida COM-Shands Hospital,"University of Florida COM-Shands Hospital, Gainesville, FL",29.651949,-82.32501,place.120154348,Feature,,1,Gainesville,"Gainesville, Florida, United States",,,,dXJuOm1ieHBsYzpCeWxvN0E,Q487999,Point,,NA,NA,NA,NA
1825,U Texas Rio Grande Valley,Harlingen,TX,University of Texas Rio Grande Valley,"University of Texas Rio Grande Valley, Harlingen, TX",26.379936,-98.820472,place.374401260,Feature,,0.564444,Rio Grande City,"Rio Grande City, Texas, United States",,,,dXJuOm1ieHBsYzpGbERvN0E,Q981868,Point,,NA,NA,NA,NA
1826,Florida State University COM,Tallahassee,FL,Florida State University COM,"Florida State University COM, Tallahassee, FL",30.438059,-84.280624,place.322529516,Feature,,1,Tallahassee,"Tallahassee, Florida, United States",,,,dXJuOm1ieHBsYzpFemxvN0E,Q37043,Point,,NA,NA,NA,NA
1827,Providence Health,Portland,OR,Providence Health,"Providence Health, Portland, OR",45.515197,-122.678367,place.466028780,Feature,,1,Portland,"Portland, Oregon, United States",,,,dXJuOm1ieHBsYzpHOGNJN0E,Q6106,Point,,NA,NA,NA,NA
1830,Integris Health,Oklahoma City,OK,Integris Health,"Integris Health, Oklahoma City, OK",35.46883,-97.517981,place.242952428,Feature,,1,Oklahoma City,"Oklahoma City, Oklahoma, United States",,,,dXJuOm1ieHBsYzpEbnNvN0E,Q34863,Point,,NA,NA,NA,NA
1837,West Virginia University SOM,Morgantown,WV,West Virginia University SOM,"West Virginia University SOM, Morgantown, WV",38.846073,-77.87876,locality.371608300,Feature,,0.601111,Morgantown,"Morgantown, Virginia, United States",,,,dXJuOm1ieHBsYzpGaVpLN0E,NA,Point,,NA,NA,NA,NA
1838,Hunterdon Medical Ctr,Flemington,NJ,Hunterdon Medical Center,"Hunterdon Medical Center, Flemington, NJ",40.5314,-74.84091,neighborhood.757583084,Feature,,0.558262,Flemington Junction,"Flemington Junction, Flemington, New Jersey, United States",,,,dXJuOm1ieHBsYzpMU2ZNN0E,NA,Point,,NA,NA,NA,NA
1839,U Tennessee Grad SOM-Knoxville,Knoxville,TN,University of Tennessee Grad SOM-Knoxville,"University of Tennessee Grad SOM-Knoxville, Knoxville, TN",35.961762,-83.916251,place.173238508,Feature,,1,Knoxville,"Knoxville, Tennessee, United States",,,,dXJuOm1ieHBsYzpDbE5vN0E,Q185582,Point,,NA,NA,NA,NA
1842,Northwestern McGaw/Lurie Peds,Chicago,IL,Northwestern McGaw/Lurie Peds,"Northwestern McGaw/Lurie Peds, Chicago, IL",41.881953,-87.632362,place.508094700,Feature,,1,Chicago,"Chicago, Illinois, United States",,,,dXJuOm1ieHBsYzpIa2pvN0E,Q1297,Point,,NA,NA,NA,NA
1843,Childrens Hosp of Michigan,Detroit,MI,Childrens Hospital of Michigan,"Childrens Hospital of Michigan, Detroit, MI",42.414671,-83.25304,neighborhood.407973100,Feature,,0.767778,Miller Grove,"Miller Grove, Detroit, Michigan, United States",,,,dXJuOm1ieHBsYzpHRkVzN0E,NA,Point,,NA,NA,NA,NA
1844,U Tennessee COM-Memphis,Memphis,TN,University of Tennessee COM-Memphis,"University of Tennessee COM-Memphis, Memphis, TN",35.149844,-90.049566,place.208677100,Feature,,0.497355,Memphis,"Memphis, Tennessee, United States",,,,dXJuOm1ieHBsYzpESEFvN0E,Q16563,Point,,NA,NA,NA,NA
1846,Weiss Memorial Hospital,Chicago,IL,Weiss Memorial Hospital,"Weiss Memorial Hospital, Chicago, IL",41.881953,-87.632362,place.508094700,Feature,,1,Chicago,"Chicago, Illinois, United States",,,,dXJuOm1ieHBsYzpIa2pvN0E,Q1297,Point,,NA,NA,NA,NA
1848,U Kentucky Med Ctr,Lexington,KY,University of Kentucky Medical Center,"University of Kentucky Medical Center, Lexington, KY",38.245285,-85.74758,neighborhood.398232812,Feature,,0.560847,Medical Center,"Medical Center, Louisville, Kentucky, United States",,,,dXJuOm1ieHBsYzpGN3lNN0E,NA,Point,,NA,NA,NA,NA
1849,Drexel Univ COM/Hahnemann Univ Hosp,Philadelphia,PA,Drexel Univ COM/Hahnemann Univ Hospital,"Drexel Univ COM/Hahnemann Univ Hospital, Philadelphia, PA",39.952756,-75.166853,place.257591532,Feature,,1,Philadelphia,"Philadelphia, Pennsylvania, United States",,,,dXJuOm1ieHBsYzpEMXFJN0E,Q1345,Point,,NA,NA,NA,NA
1850,Riverside University Health Sys,Moreno Valley,CA,Riverside University Health System,"Riverside University Health System, Moreno Valley, CA",33.97574,-117.33982,neighborhood.667749612,Feature,,0.538095,University,"University, Riverside, California, United States",,,,dXJuOm1ieHBsYzpKODBNN0E,NA,Point,,NA,NA,NA,NA
1852,U South Alabama Hospitals,Mobile,AL,University of South Alabama Hospitals,"University of South Alabama Hospitals, Mobile, AL",30.362856,-88.11474,locality.4352748,Feature,,0.556667,Alabama Port,"Alabama Port, Alabama, United States",,,,dXJuOm1ieHBsYzpRbXJz,Q4705300,Point,,NA,NA,NA,NA
1853,North Colorado Med Ctr,Greeley,CO,North Colorado Medical Center,"North Colorado Medical Center, Greeley, CO",40.422649,-104.707781,place.132819180,Feature,,1,Greeley,"Greeley, Colorado, United States",,,,dXJuOm1ieHBsYzpCK3FvN0E,Q94274,Point,,NA,NA,NA,NA
1860,Zucker SOMÐNorthwell Zucker Hillside,Glen Oaks,NY,Zucker SOMÐNorthwell Zucker Hillside,"Zucker SOMÐNorthwell Zucker Hillside, Glen Oaks, NY",40.701204,-74.229567,place.149752044,Feature,,0.576296,Hillside,"Hillside, New Jersey, United States",,,,dXJuOm1ieHBsYzpDTzBJN0E,Q1089749,Point,,NA,NA,NA,NA
1861,Zucker SOMÐNorthwell Cohen Childrens,New Hyde Park,NY,Zucker SOMÐNorthwell Cohen Childrens,"Zucker SOMÐNorthwell Cohen Childrens, New Hyde Park, NY",40.732713,-73.684374,place.231287020,Feature,,1,New Hyde Park,"New Hyde Park, New York, United States",,,,dXJuOm1ieHBsYzpEY2tvN0E,Q3451856,Point,,NA,NA,NA,NA
1863,Childrens Hosp-Philadelphia,Philadelphia,PA,Childrens Hospital-Philadelphia,"Childrens Hospital-Philadelphia, Philadelphia, PA",39.92658,-75.16735,neighborhood.602090732,Feature,,0.647778,South Philadelphia,"South Philadelphia, Philadelphia, Pennsylvania, United States",,,,dXJuOm1ieHBsYzpJK01zN0E,NA,Point,,NA,NA,NA,NA
1864,Citrus Health Network,Hialeah,FL,Citrus Health Network,"Citrus Health Network, Hialeah, FL",25.857762,-80.278692,place.526313708,Feature,,1,Hialeah,"Hialeah, Florida, United States",,,,dXJuOm1ieHBsYzpIMTdvN0E,Q49276,Point,,NA,NA,NA,NA
1866.0999755859375,McLaren Reg Med Ctr,Flint,MI,McLaren Reg Medical Center,"McLaren Reg Medical Center, Flint, MI",43.012555,-83.687876,place.111732972,Feature,,1,Flint,"Flint, Michigan, United States",,,,dXJuOm1ieHBsYzpCcWpvN0E,Q490584,Point,,NA,NA,NA,NA
1866.199951171875,McLaren Health Care Corp,Grand Blanc,MI,McLaren Health Care Corp,"McLaren Health Care Corp, Grand Blanc, MI",42.928198,-83.630861,place.130377964,Feature,,1,Grand Blanc,"Grand Blanc, Michigan, United States",,,,dXJuOm1ieHBsYzpCOFZvN0E,Q610773,Point,,NA,NA,NA,NA
1867,Redmond Regional Med Ctr,Rome,GA,Redmond Regional Medical Center,"Redmond Regional Medical Center, Rome, GA",34.254659,-85.171673,place.282945772,Feature,,1,Rome,"Rome, Georgia, United States",,,,dXJuOm1ieHBsYzpFTjFvN0E,Q6580,Point,,NA,NA,NA,NA
1869,St Louis Childrens Hosp,St Louis,MO,St Louis Childrens Hospital,"St Louis Childrens Hospital, St Louis, MO",38.58808,-90.308754,neighborhood.617786604,Feature,,0.819841,St. Louis Hills,"St. Louis Hills, St. Louis, Missouri, United States",,,,dXJuOm1ieHBsYzpKTktzN0E,Q7589640,Point,,NA,NA,NA,NA
1870,HonorHealth-Scottsdale Thompson Peak,Scottsdale,AZ,HonorHealth-Scottsdale Thompson Peak,"HonorHealth-Scottsdale Thompson Peak, Scottsdale, AZ",33.496821,-111.92618,place.296257772,Feature,,1,Scottsdale,"Scottsdale, Arizona, United States",,,,dXJuOm1ieHBsYzpFYWlJN0E,Q49221,Point,,NA,NA,NA,NA
