institution_code,institution_name,city,state,institution_name_clean,geocode_query,latitude,longitude,id,type,place_type,relevance,text,place_name,bbox,center,context,properties.mapbox_id,properties.wikidata,geometry.type,geometry.coordinates,properties.accuracy,matching_text,matching_place_name,properties.override:postcode
1335,HealthPartners Institute,St Paul,MN,HealthPartners Institute,"HealthPartners Institute, St Paul, MN",44.948228,-93.091634,place.393930988,Feature,,1,Saint Paul,"Saint Paul, Minnesota, United States",,,,dXJuOm1ieHBsYzpGM3JvN0E,Q28848,Point,,NA,NA,NA,NA
1339,Schwab Rehab Hosp,Chicago,IL,Schwab Rehab Hospital,"Schwab Rehab Hospital, Chicago, IL",41.881953,-87.632362,place.508094700,Feature,,1,Chicago,"Chicago, Illinois, United States",,,,dXJuOm1ieHBsYzpIa2pvN0E,Q1297,Point,,NA,NA,NA,NA
1340,Scripps Clinic/Green Hospital,La Jolla,CA,Scripps Clinic/Green Hospital,"Scripps Clinic/Green Hospital, La Jolla, CA",32.84423,-117.270881,place.175581420,Feature,,1,La Jolla,"La Jolla, California, United States",,,,dXJuOm1ieHBsYzpDbmNvN0E,Q840668,Point,,NA,NA,NA,NA
1342,Allina Fam Res Prog,St Paul,MN,Allina Fam Res Prog,"Allina Fam Res Prog, St Paul, MN",44.948228,-93.091634,place.393930988,Feature,,1,Saint Paul,"Saint Paul, Minnesota, United States",,,,dXJuOm1ieHBsYzpGM3JvN0E,Q28848,Point,,NA,NA,NA,NA
1343,Univ of Missouri-KC Programs,Kansas City,MO,Univ of Missouri-KC Programs,"Univ of Missouri-KC Programs, Kansas City, MO",39.034702,-94.53603,neighborhood.422636780,Feature,,0.767778,Mount Cleveland,"Mount Cleveland, Kansas City, Missouri, United States",,,,dXJuOm1ieHBsYzpHVERzN0E,NA,Point,,NA,NA,NA,NA
1346,Mercy Med Ctr-Des Moines,Des Moines,IA,Mercy Medical Center-Des Moines,"Mercy Medical Center-Des Moines, Des Moines, IA",41.584997,-93.624273,place.85281004,Feature,,1,Des Moines,"Des Moines, Iowa, United States",,,,dXJuOm1ieHBsYzpCUlZJN0E,Q39709,Point,,NA,NA,NA,NA
1349,Munson Medical Center,Traverse City,MI,Munson Medical Center,"Munson Medical Center, Traverse City, MI",44.762912,-85.621014,place.329976044,Feature,,1,Traverse City,"Traverse City, Michigan, United States",,,,dXJuOm1ieHBsYzpFNnNJN0E,Q984544,Point,,NA,NA,NA,NA
1350,Pomona Valley Hosp,Pomona,CA,Pomona Valley Hospital,"Pomona Valley Hospital, Pomona, CA",34.057842,-117.750166,place.263882988,Feature,,1,Pomona,"Pomona, California, United States",,,,dXJuOm1ieHBsYzpEN3FJN0E,Q486868,Point,,NA,NA,NA,NA
1351,Nationwide Childrens Hosp,Columbus,OH,Nationwide Childrens Hospital,"Nationwide Childrens Hospital, Columbus, OH",39.945643,-83.114409,address.437560551189234,Feature,,0.776667,Nationwide Boulevard,"Nationwide Boulevard, Columbus, Ohio 43228, United States",,,,dXJuOm1ieGFkci1zdHI6ZWMzMDNjNGEtYmI3NS00OGUyLWI4M2ItNzQwOTdlMTQxZTdm,NA,Point,,street,NA,NA,NA
1353,Barnes-Jewish Hosp,St Louis,MO,Barnes-Jewish Hospital,"Barnes-Jewish Hospital, St Louis, MO",38.63492,-90.264681,address.8302466466970568,Feature,,1,Barnes Jewish Hospital Plaza,"Barnes Jewish Hospital Plaza, St. Louis, Missouri 63110, United States",,,,dXJuOm1ieGFkci1zdHI6MWY1MTBjYmQtYjc5OC00ZWM0LWE0NWUtOTkxYTc0ODc2ODMw,NA,Point,,street,NA,NA,NA
1361,Wayne State University SOM,Detroit,MI,Wayne State University SOM,"Wayne State University SOM, Detroit, MI",42.331397,-83.046217,place.85493996,Feature,,1,Detroit,"Detroit, Michigan, United States",,,,dXJuOm1ieHBsYzpCUmlJN0E,Q12439,Point,,NA,NA,NA,NA
1362,Mercy Hospital St Louis,St Louis,MO,Mercy Hospital St Louis,"Mercy Hospital St Louis, St Louis, MO",38.627464,-90.19835,place.315328748,Feature,,1,St. Louis,"St. Louis, Missouri, United States",,,,dXJuOm1ieHBsYzpFc3VJN0E,Q38022,Point,,NA,NA,NA,NA
1364.0999755859375,St Lukes Hospital-St Louis,Chesterfield,MO,St Lukes Hospital-St Louis,"St Lukes Hospital-St Louis, Chesterfield, MO",38.653154,-90.506801,address.5175578135124588,Feature,,0.774603,Saint Luke's Hospital Road,"Saint Luke's Hospital Road, Chesterfield, Missouri 63017, United States",,,,dXJuOm1ieGFkci1zdHI6NGZmYmQ1YjAtOGIzNS00MzVlLWI0OGEtZWE3ZDc4ZTE1MDA5,NA,Point,,street,NA,NA,NA
1364.199951171875,St Lukes Hospital-St Louis,St Louis,MO,St Lukes Hospital-St Louis,"St Lukes Hospital-St Louis, St Louis, MO",38.58808,-90.308754,neighborhood.617786604,Feature,,0.783333,St. Louis Hills,"St. Louis Hills, St. Louis, Missouri, United States",,,,dXJuOm1ieHBsYzpKTktzN0E,Q7589640,Point,,NA,NA,NA,NA
1365,St Louis Univ SOM,St Louis,MO,St Louis Univ SOM,"St Louis Univ SOM, St Louis, MO",38.627464,-90.19835,place.315328748,Feature,,1,St. Louis,"St. Louis, Missouri, United States",,,,dXJuOm1ieHBsYzpFc3VJN0E,Q38022,Point,,NA,NA,NA,NA
1371,U Arizona COM at South Campus,Tucson,AZ,University of Arizona COM at South Campus,"University of Arizona COM at South Campus, Tucson, AZ",32.221297,-110.973306,place.331737324,Feature,,1,Tucson,"Tucson, Arizona, United States",,,,dXJuOm1ieHBsYzpFOFhvN0E,Q18575,Point,,NA,NA,NA,NA
1372,Creighton Univ Affil Hosps,Omaha,NE,Creighton Univ Affil Hosps,"Creighton Univ Affil Hosps, Omaha, NE",41.256568,-95.940959,place.244189420,Feature,,1,Omaha,"Omaha, Nebraska, United States",,,,dXJuOm1ieHBsYzpEbzRJN0E,Q43199,Point,,NA,NA,NA,NA
1374,Detroit Med Ctr Corporation,Detroit,MI,Detroit Medical Center Corporation,"Detroit Medical Center Corporation, Detroit, MI",42.355542,-83.054434,neighborhood.398249196,Feature,,0.712963,Medical Center,"Medical Center, Detroit, Michigan, United States",,,,dXJuOm1ieHBsYzpGN3pNN0E,NA,Point,,NA,NA,NA,NA
1375,Scripps Mercy Hosp-Chula Vista,Chula Vista,CA,Scripps Mercy Hospital-Chula Vista,"Scripps Mercy Hospital-Chula Vista, Chula Vista, CA",26.078304,-97.44013,neighborhood.115182828,Feature,,0.684444,Chula Vista Colonia,"Chula Vista Colonia, Los Fresnos, Texas, United States",,,,dXJuOm1ieHBsYzpCdDJNN0E,Q5768442,Point,,NA,Chula Vista,"Chula Vista, Los Fresnos, Texas, United States",NA
1376,University of Nebraska Med Ctr,Omaha,NE,University of Nebraska Medical Center,"University of Nebraska Medical Center, Omaha, NE",41.256568,-95.940959,place.244189420,Feature,,1,Omaha,"Omaha, Nebraska, United States",,,,dXJuOm1ieHBsYzpEbzRJN0E,Q43199,Point,,NA,NA,NA,NA
1377,Dartmouth-Hitchcock Med Ctr,Lebanon,NH,Dartmouth-Hitchcock Medical Center,"Dartmouth-Hitchcock Medical Center, Lebanon, NH",43.642176,-72.252322,place.182823148,Feature,,1,Lebanon,"Lebanon, New Hampshire, United States",,,,dXJuOm1ieHBsYzpDdVdvN0E,Q993523,Point,,NA,NA,NA,NA
1378,AtlantiCare Reg Med Ctr,Atlantic City,NJ,AtlantiCare Reg Medical Center,"AtlantiCare Reg Medical Center, Atlantic City, NJ",39.364148,-74.423028,place.13813996,Feature,,1,Atlantic City,"Atlantic City, New Jersey, United States",,,,dXJuOm1ieHBsYzowc2pz,Q139564,Point,,NA,NA,NA,NA
1380,CMSRU/Cooper University Hospital,Camden,NJ,CMSRU/Cooper University Hospital,"CMSRU/Cooper University Hospital, Camden, NJ",39.924713,-75.04706,neighborhood.133434604,Feature,,0.532407,Cooper,"Cooper, Cherry Hill, New Jersey, United States",,,,dXJuOm1ieHBsYzpCL1FNN0E,NA,Point,,NA,NA,NA,NA
1382,St Lukes Hospital,Maumee,OH,St Lukes Hospital,"St Lukes Hospital, Maumee, OH",41.561967,-83.653403,place.204482796,Feature,,1,Maumee,"Maumee, Ohio, United States",,,,dXJuOm1ieHBsYzpEREFvN0E,Q1004755,Point,,NA,NA,NA,NA
1383,Cleveland Clinic Florida,Weston,FL,Cleveland Clinic Florida,"Cleveland Clinic Florida, Weston, FL",26.099977,-80.399681,place.353315052,Feature,,1,Weston,"Weston, Florida, United States",,,,dXJuOm1ieHBsYzpGUThvN0E,Q990644,Point,,NA,NA,NA,NA
1384,U Miami/JFK Palm Beach GME Consortium,Atlantis,FL,University of Miami/JFK Palm Beach GME Consortium,"University of Miami/JFK Palm Beach GME Consortium, Atlantis, FL",26.594692,-80.097495,place.13846764,Feature,,1,Atlantis,"Atlantis, Florida, United States",,,,dXJuOm1ieHBsYzowMGpz,NA,Point,,NA,NA,NA,NA
1386,Englewood Hospital,Englewood,NJ,Englewood Hospital,"Englewood Hospital, Englewood, NJ",39.86465,-84.285087,address.8685715669681260,Feature,,0.625926,Englewood Road,"Englewood Road, Englewood, Ohio 45322, United States",,,,dXJuOm1ieGFkci1zdHI6NzBkZTI3ZTktNjJiNy00MTI5LWFhOTUtNDI3ZTdjZDYyMDk2,NA,Point,,street,NA,NA,NA
1387,Hackensack U Med Ctr,Hackensack,NJ,Hackensack U Medical Center,"Hackensack U Medical Center, Hackensack, NJ",40.904782,-74.03349,address.4904236481273974,Feature,,0.596296,Hackensack Avenue,"Hackensack Avenue, Hackensack, New Jersey 07601, United States",,,,dXJuOm1ieGFkci1zdHI6NzU3YmQ3NjYtNGY2ZS00MjAwLWJlYTktZTM1MjBhZGVkZjg2,NA,Point,,street,NA,NA,NA
1389,Sts Mary and Elizabeth Med Ctr,Chicago,IL,Sts Mary and Elizabeth Medical Center,"Sts Mary and Elizabeth Medical Center, Chicago, IL",41.881953,-87.632362,place.508094700,Feature,,1,Chicago,"Chicago, Illinois, United States",,,,dXJuOm1ieHBsYzpIa2pvN0E,Q1297,Point,,NA,NA,NA,NA
1390,Jersey City Medical Ctr,Jersey City,NJ,Jersey City Medical Center,"Jersey City Medical Center, Jersey City, NJ",40.72157,-74.047455,place.164399340,Feature,,1,Jersey City,"Jersey City, New Jersey, United States",,,,dXJuOm1ieHBsYzpDY3lJN0E,Q26339,Point,,NA,NA,NA,NA
1392,Monmouth Medical Ctr,Long Branch,NJ,Monmouth Medical Center,"Monmouth Medical Center, Long Branch, NJ",40.303689,-73.993386,place.191310060,Feature,,1,Long Branch,"Long Branch, New Jersey, United States",,,,dXJuOm1ieHBsYzpDMmNvN0E,Q995231,Point,,NA,NA,NA,NA
1393,Mountainside Hosp,Montclair,NJ,Mountainside Hospital,"Mountainside Hospital, Montclair, NJ",40.815094,-74.2191,place.217827564,Feature,,1,Montclair,"Montclair, New Jersey, United States",,,,dXJuOm1ieHBsYzpEUHZJN0E,Q678437,Point,,NA,NA,NA,NA
1394,Morristown Mem Hosp,Morristown,NJ,Morristown Mem Hospital,"Morristown Mem Hospital, Morristown, NJ",40.426391,-74.257514,address.1264252581261720,Feature,,0.637778,Morristown Road,"Morristown Road, Matawan, New Jersey 07747, United States",,,,dXJuOm1ieGFkci1zdHI6ZTIyOWFiM2EtMmUwOS00MDA4LWEwODgtZTllMDE4ZGE2YjQ2,NA,Point,,street,NA,NA,NA
1395,Jersey Shore Univ Med Ctr,Neptune,NJ,Jersey Shore Univ Medical Center,"Jersey Shore Univ Medical Center, Neptune, NJ",40.224174,-74.045388,place.228288748,Feature,,1,Neptune,"Neptune, New Jersey, United States",,,,dXJuOm1ieHBsYzpEWnRvN0E,Q2641218,Point,,NA,NA,NA,NA
1396,St Barnabas Med Ctr,Livingston,NJ,St Barnabas Medical Center,"St Barnabas Medical Center, Livingston, NJ",40.795884,-74.315387,place.189589740,Feature,,1,Livingston,"Livingston, New Jersey, United States",,,,dXJuOm1ieHBsYzpDMHpvN0E,Q589460,Point,,NA,NA,NA,NA
1397,Newark Beth Israel Med Ctr,Newark,NJ,Newark Beth Israel Medical Center,"Newark Beth Israel Medical Center, Newark, NJ",40.733183,-74.1735,place.228878572,Feature,,1,Newark,"Newark, New Jersey, United States",,,,dXJuOm1ieHBsYzpEYVJvN0E,Q25395,Point,,NA,NA,NA,NA
1398,Rutgers-New Jersey Medical School,Newark,NJ,Rutgers-New Jersey Medical School,"Rutgers-New Jersey Medical School, Newark, NJ",40.733183,-74.1735,place.228878572,Feature,,1,Newark,"Newark, New Jersey, United States",,,,dXJuOm1ieHBsYzpEYVJvN0E,Q25395,Point,,NA,NA,NA,NA
1400,St Joseph Mercy-Livingston,Howell,MI,St Joseph Mercy-Livingston,"St Joseph Mercy-Livingston, Howell, MI",42.607156,-83.929591,place.155068652,Feature,,1,Howell,"Howell, Michigan, United States",,,,dXJuOm1ieHBsYzpDVDRvN0E,Q1631984,Point,,NA,NA,NA,NA
1403,Naval Med Ctr-San Diego,San Diego,CA,Naval Medical Center-San Diego,"Naval Medical Center-San Diego, San Diego, CA",32.713623,-117.16016,place.291711212,Feature,,1,San Diego,"San Diego, California, United States",,,,dXJuOm1ieHBsYzpFV01vN0E,Q16552,Point,,NA,NA,NA,NA
1404,East Jefferson Gen Hosp,Metairie,LA,East Jefferson Gen Hospital,"East Jefferson Gen Hospital, Metairie, LA",29.989295,-90.150398,place.210405612,Feature,,1,Metairie,"Metairie, Louisiana, United States",,,,dXJuOm1ieHBsYzpESXFJN0E,Q126661,Point,,NA,NA,NA,NA
1405,St Joseph Hosp,Chicago,IL,St Joseph Hospital,"St Joseph Hospital, Chicago, IL",41.881953,-87.632362,place.508094700,Feature,,1,Chicago,"Chicago, Illinois, United States",,,,dXJuOm1ieHBsYzpIa2pvN0E,Q1297,Point,,NA,NA,NA,NA
1406,St Josephs Univ Med Ctr,Paterson,NJ,St Josephs Univ Medical Center,"St Josephs Univ Medical Center, Paterson, NJ",40.916294,-74.173235,place.252930284,Feature,,1,Paterson,"Paterson, New Jersey, United States",,,,dXJuOm1ieHBsYzpEeE5vN0E,Q138391,Point,,NA,NA,NA,NA
1408,Overlook Hospital,Summit,NJ,Overlook Hospital,"Overlook Hospital, Summit, NJ",40.711952,-74.34894,neighborhood.771042540,Feature,,0.75,Overlook,"Overlook, Summit, New Jersey, United States",,,,dXJuOm1ieHBsYzpMZlVzN0E,NA,Point,,NA,NA,NA,NA
1409,NYP Hosp-Columbia & Cornell,New York,NY,NYP Hospital-Columbia & Cornell,"NYP Hospital-Columbia & Cornell, New York, NY",40.712749,-74.005994,place.233720044,Feature,,1,New York,"New York, New York, United States",,,,dXJuOm1ieHBsYzpEZTVJN0E,Q60,Point,,NA,NA,NA,NA
1410,Naval Med Ctr-Portsmouth,Portsmouth,VA,Naval Medical Center-Portsmouth,"Naval Medical Center-Portsmouth, Portsmouth, VA",36.835361,-76.297922,place.265971948,Feature,,1,Portsmouth,"Portsmouth, Virginia, United States",,,,dXJuOm1ieHBsYzpEOXBvN0E,Q342803,Point,,NA,NA,NA,NA
1414,Albany Med Ctr,Albany,NY,Albany Medical Center,"Albany Medical Center, Albany, NY",42.68393,-73.780624,neighborhood.782765292,Feature,,0.684074,West Albany,"West Albany, Albany, New York, United States",,,,dXJuOm1ieHBsYzpMcWdNN0E,NA,Point,,NA,NA,NA,NA
1415,Leonard J Chabert Med Ctr,Houma,LA,Leonard J Chabert Medical Center,"Leonard J Chabert Medical Center, Houma, LA",29.597596,-90.720783,place.154544364,Feature,,1,Houma,"Houma, Louisiana, United States",,,,dXJuOm1ieHBsYzpDVFlvN0E,Q388503,Point,,NA,NA,NA,NA
1417,Zucker SOMÐNorthwell Southside Hosp,Bay Shore,NY,Zucker SOMÐNorthwell Southside Hospital,"Zucker SOMÐNorthwell Southside Hospital, Bay Shore, NY",40.72239,-73.246838,place.20687084,Feature,,0.560847,Bay Shore,"Bay Shore, New York, United States",,,,dXJuOm1ieHBsYzpBVHVvN0E,Q384692,Point,,NA,NA,NA,NA
1418,St Mary Mercy Hospital,Livonia,MI,St Mary Mercy Hospital,"St Mary Mercy Hospital, Livonia, MI",42.368709,-83.352462,place.189638892,Feature,,1,Livonia,"Livonia, Michigan, United States",,,,dXJuOm1ieHBsYzpDMDJvN0E,Q853552,Point,,NA,NA,NA,NA
1419,Brookdale Hosp Med Ctr,Brooklyn,NY,Brookdale Hospital Medical Center,"Brookdale Hospital Medical Center, Brooklyn, NY",40.738186,-73.97414,neighborhood.398273772,Feature,,0.616481,Medical Centre,"Medical Centre, New York, New York, United States",,,,dXJuOm1ieHBsYzpGNzBzN0E,NA,Point,,NA,NA,"Medical Centre, NY, New York, United States",NA
1420,Brooklyn Hosp Ctr,Brooklyn,NY,Brooklyn Hospital Center,"Brooklyn Hospital Center, Brooklyn, NY",40.6526,-73.949700000000007,locality.66915052,Feature,,1,Brooklyn,"Brooklyn, New York, United States",,,,dXJuOm1ieHBsYzpBLzBLN0E,Q18419,Point,,NA,NA,"Brooklyn, New York, United States",NA
1421,Our Lady of the Lake Reg Med Ctr,Baton Rouge,LA,Our Lady of the Lake Reg Medical Center,"Our Lady of the Lake Reg Medical Center, Baton Rouge, LA",30.447224,-91.186948,place.499484908,Feature,,1,Baton Rouge,"Baton Rouge, Louisiana, United States",,,,dXJuOm1ieHBsYzpIY1dJN0E,Q28218,Point,,NA,NA,NA,NA
1422,Coney Island Hospital,Brooklyn,NY,Coney Island Hospital,"Coney Island Hospital, Brooklyn, NY",40.575573,-73.98122,neighborhood.131960044,Feature,,0.782222,Coney Island,"Coney Island, Brooklyn, New York, United States",,,,dXJuOm1ieHBsYzpCOTJNN0E,Q628201,Point,,NA,NA,"Coney Island, Brooklyn, New York, United States",NA
1425,Interfaith Med Ctr,Brooklyn,NY,Interfaith Medical Center,"Interfaith Medical Center, Brooklyn, NY",40.738186,-73.97414,neighborhood.398273772,Feature,,0.668333,Medical Centre,"Medical Centre, New York, New York, United States",,,,dXJuOm1ieHBsYzpGNzBzN0E,NA,Point,,NA,NA,"Medical Centre, NY, New York, United States",NA
1426,SUNY HSC Brooklyn,Brooklyn,NY,SUNY HSC Brooklyn,"SUNY HSC Brooklyn, Brooklyn, NY",40.653241,-73.94403,address.8091716714582772,Feature,,0.647778,Brooklyn Avenue,"Brooklyn Avenue, Brooklyn, New York 11203, United States",,,,dXJuOm1ieGFkci1zdHI6MzJjNjIxMTItZjY2OS00MDBmLTkyYmItZTIzMTcyZmY4YWI5,NA,Point,,street,NA,"Brooklyn Avenue, Brooklyn, New York 11203, United States",NA
1427,Long Island Coll Hosp,Brooklyn,NY,Long Island Coll Hospital,"Long Island Coll Hospital, Brooklyn, NY",40.6526,-73.949700000000007,locality.66915052,Feature,,1,Brooklyn,"Brooklyn, New York, United States",,,,dXJuOm1ieHBsYzpBLzBLN0E,Q18419,Point,,NA,NA,"Brooklyn, New York, United States",NA
1428,Maimonides Med Ctr,Brooklyn,NY,Maimonides Medical Center,"Maimonides Medical Center, Brooklyn, NY",40.738186,-73.97414,neighborhood.398273772,Feature,,0.668333,Medical Centre,"Medical Centre, New York, New York, United States",,,,dXJuOm1ieHBsYzpGNzBzN0E,NA,Point,,NA,NA,"Medical Centre, NY, New York, United States",NA
1429,NYP Brooklyn Methodist Hosp,Brooklyn,NY,NYP Brooklyn Methodist Hospital,"NYP Brooklyn Methodist Hospital, Brooklyn, NY",40.6526,-73.949700000000007,locality.66915052,Feature,,1,Brooklyn,"Brooklyn, New York, United States",,,,dXJuOm1ieHBsYzpBLzBLN0E,Q18419,Point,,NA,NA,"Brooklyn, New York, United States",NA
1430,Lutheran Medical Ctr,Brooklyn,NY,Lutheran Medical Center,"Lutheran Medical Center, Brooklyn, NY",40.738186,-73.97414,neighborhood.398273772,Feature,,0.668333,Medical Centre,"Medical Centre, New York, New York, United States",,,,dXJuOm1ieHBsYzpGNzBzN0E,NA,Point,,NA,NA,"Medical Centre, NY, New York, United States",NA
1431,Tripler Army Med Ctr,Tripler Amc,HI,Tripler Army Medical Center,"Tripler Army Medical Center, Tripler Amc, HI",21.359134,-157.888449,place.330819820,Feature,,0.687831,Tripler Army Medical Center,"Tripler Army Medical Center, Hawaii, United States",,,,dXJuOm1ieHBsYzpFN2ZvN0E,NA,Point,,NA,NA,NA,NA
1435,Wyckoff Heights Med Ctr,Brooklyn,NY,Wyckoff Heights Medical Center,"Wyckoff Heights Medical Center, Brooklyn, NY",40.738186,-73.97414,neighborhood.398273772,Feature,,0.616481,Medical Centre,"Medical Centre, New York, New York, United States",,,,dXJuOm1ieHBsYzpGNzBzN0E,NA,Point,,NA,NA,"Medical Centre, NY, New York, United States",NA
1442,Bassett Medical Center,Cooperstown,NY,Bassett Medical Center,"Bassett Medical Center, Cooperstown, NY",42.701023,-74.926814,place.70928620,Feature,,1,Cooperstown,"Cooperstown, New York, United States",,,,dXJuOm1ieHBsYzpCRHBJN0E,Q1025016,Point,,NA,NA,NA,NA
1443,NYMC-Westchester/Metropolitan,New York,NY,NYMC-Westchester/Metropolitan,"NYMC-Westchester/Metropolitan, New York, NY",40.839207,-73.858766,address.1371663865921406,Feature,,0.62963,Metropolitan Avenue,"Metropolitan Avenue, Bronx, New York 10462, United States",,,,dXJuOm1ieGFkci1zdHI6Yjk3Njc2MmYtYjFjNi00ODJhLWI0MzQtODQ0ZDYzYTkyOTQz,NA,Point,,street,NA,"Metropolitan Avenue, Bronx, New York 10462, United States",NA
1444,Valley Consortium,Modesto,CA,Valley Consortium,"Valley Consortium, Modesto, CA",37.640516,-121.000321,place.216312044,Feature,,1,Modesto,"Modesto, California, United States",,,,dXJuOm1ieHBsYzpET1NvN0E,Q204561,Point,,NA,NA,NA,NA
1445,Flushing Hospital Med Ctr,Flushing,NY,Flushing Hospital Medical Center,"Flushing Hospital Medical Center, Flushing, NY",40.765358,-73.81732,neighborhood.220089580,Feature,,1,Flushing,"Flushing, Queens, New York, United States",,,,dXJuOm1ieHBsYzpEUjVNN0E,Q1058775,Point,,NA,NA,"Flushing, Queens, New York, United States",NA
1446,North Shore-LIJ-Glen Cove Hosp,Glen Cove,NY,North Shore-LIJ-Glen Cove Hospital,"North Shore-LIJ-Glen Cove Hospital, Glen Cove, NY",40.863017,-73.630885,place.126060780,Feature,,1,Glen Cove,"Glen Cove, New York, United States",,,,dXJuOm1ieHBsYzpCNE9JN0E,Q1006668,Point,,NA,NA,NA,NA
1448,Nassau Univ Med Ctr,East Meadow,NY,Nassau Univ Medical Center,"Nassau Univ Medical Center, East Meadow, NY",40.714167,-73.559518,place.94677228,Feature,,0.560847,East Meadow,"East Meadow, New York, United States",,,,dXJuOm1ieHBsYzpCYVNvN0E,Q2026633,Point,,NA,NA,NA,NA
1449,Jamaica Hosp Med Ctr,Jamaica,NY,Jamaica Hospital Medical Center,"Jamaica Hospital Medical Center, Jamaica, NY",40.70547,-73.79489,neighborhood.319065324,Feature,,1,Jamaica,"Jamaica, Queens, New York, United States",,,,dXJuOm1ieHBsYzpFd1NNN0E,NA,Point,,NA,NA,"Jamaica, Queens, New York, United States",NA
1451,Hoboken Univ Med Ctr,Hoboken,NJ,Hoboken Univ Medical Center,"Hoboken Univ Medical Center, Hoboken, NJ",40.753937,-74.02772,neighborhood.704515308,Feature,,0.596296,West Hoboken,"West Hoboken, Hoboken, New Jersey, United States",,,,dXJuOm1ieHBsYzpLZjRNN0E,NA,Point,,NA,NA,NA,NA
1452,Wilson Mem Reg/UHS,Johnson City,NY,Wilson Mem Reg/UHS,"Wilson Mem Reg/UHS, Johnson City, NY",42.110638,-75.934693,address.2073016179282918,Feature,,0.576984,Wilson Street,"Wilson Street, Binghamton, New York 13905, United States",,,,dXJuOm1ieGFkci1zdHI6ODU3ZjhhMDYtZDc4MC00NDRjLTk1MjEtZDUzOTNhZGZhZjIy,NA,Point,,street,NA,NA,NA
1453,NYMC-Phelps Memorial Hosp Ctr,Sleepy Hollow,NY,NYMC-Phelps Memorial Hospital Center,"NYMC-Phelps Memorial Hospital Center, Sleepy Hollow, NY",41.084228,-73.860633000000007,place.304711916,Feature,,1,Sleepy Hollow,"Sleepy Hollow, New York, United States",,,,dXJuOm1ieHBsYzpFaW1JN0E,NA,Point,,NA,NA,NA,NA
1454,Kaiser Permanente-San Diego,San Diego,CA,Kaiser Permanente-San Diego,"Kaiser Permanente-San Diego, San Diego, CA",32.583744,-117.09487,neighborhood.603139308,Feature,,0.690952,South San Diego,"South San Diego, San Diego, California, United States",,,,dXJuOm1ieHBsYzpJL01zN0E,Q6132812,Point,,NA,NA,NA,NA
1455,NYU Winthrop Hospital,Mineola,NY,NYU Winthrop Hospital,"NYU Winthrop Hospital, Mineola, NY",40.749185,-73.641093,place.214747372,Feature,,1,Mineola,"Mineola, New York, United States",,,,dXJuOm1ieHBsYzpETXpJN0E,Q2349502,Point,,NA,NA,NA,NA
1459,Einstein/Montefiore New Rochelle,New Rochelle,NY,Einstein/Montefiore New Rochelle,"Einstein/Montefiore New Rochelle, New Rochelle, NY",40.911537,-73.78264,neighborhood.172059884,Feature,,0.680952,Downtown New Rochelle,"Downtown New Rochelle, New Rochelle, New York, United States",,,,dXJuOm1ieHBsYzpDa0ZzN0E,NA,Point,,NA,NA,NA,NA
1466,Memorial Sloan-Kettering,New York,NY,Memorial Sloan-Kettering,"Memorial Sloan-Kettering, New York, NY",40.712749,-74.005994,place.233720044,Feature,,1,New York,"New York, New York, United States",,,,dXJuOm1ieHBsYzpEZTVJN0E,Q60,Point,,NA,NA,NA,NA
1467,North Shore U-Manhasset,Manhasset,NY,North Shore U-Manhasset,"North Shore U-Manhasset, Manhasset, NY",-31.3985,152.9012,place.19605518,Feature,,0.582222,North Shore,"North Shore, New South Wales, Australia",,,,dXJuOm1ieHBsYzpBU3NvRGc,Q21924205,Point,,NA,NA,NA,NA
1470,Einstein/Beth Israel Med Ctr,New York,NY,Einstein/Beth Israel Medical Center,"Einstein/Beth Israel Medical Center, New York, NY",40.738186,-73.97414,neighborhood.398273772,Feature,,0.704444,Medical Centre,"Medical Centre, New York, New York, United States",,,,dXJuOm1ieHBsYzpGNzBzN0E,NA,Point,,NA,NA,NA,NA
1471,BronxCare Health System,Bronx,NY,BronxCare Health System,"BronxCare Health System, Bronx, NY",40.847,-73.8972,locality.66603756,Feature,,1,Bronx,"Bronx, New York, United States",,,,dXJuOm1ieHBsYzpBL2hLN0E,Q18426,Point,,NA,NA,"Bronx, New York, United States",NA
1473,NYMC-Metropolitan Hosp Ctr,New York,NY,NYMC-Metropolitan Hospital Center,"NYMC-Metropolitan Hospital Center, New York, NY",40.712749,-74.005994,place.233720044,Feature,,1,New York,"New York, New York, United States",,,,dXJuOm1ieHBsYzpEZTVJN0E,Q60,Point,,NA,NA,NA,NA
1476,Kingsbrook Jewish Med,Brooklyn,NY,Kingsbrook Jewish Medical,"Kingsbrook Jewish Medical, Brooklyn, NY",40.6526,-73.949700000000007,locality.66915052,Feature,,1,Brooklyn,"Brooklyn, New York, United States",,,,dXJuOm1ieHBsYzpBLzBLN0E,Q18419,Point,,NA,NA,"Brooklyn, New York, United States",NA
1478,Harlem Hospital Ctr,New York,NY,Harlem Hospital Center,"Harlem Hospital Center, New York, NY",40.810925,-73.94701,neighborhood.272485612,Feature,,0.722963,Harlem,"Harlem, New York, New York, United States",,,,dXJuOm1ieHBsYzpFRDNNN0E,Q189074,Point,,NA,NA,NA,NA
1479,North General Hosp,New York,NY,North General Hospital,"North General Hospital, New York, NY",40.712749,-74.005994,place.233720044,Feature,,1,New York,"New York, New York, United States",,,,dXJuOm1ieHBsYzpEZTVJN0E,Q60,Point,,NA,NA,NA,NA
